Sr. No.,Assigned To,Company Name,Website,Website Verified,Scan Completed,Screenshot Taken,Wave AIM Score,Axe Score,LH Score,Screenshot link,Contact Person 1,Designation 1,Email ID 1,Contact Person 2,Designation 2,Email ID 2
"562","Unassigned","Shivalik Bimetal Controls Ltd","https://shivalikbimetals.com","Yes","Yes","Yes","1 out of 10","35","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Shivalik_Bimetal_Controls_Ltd/screenshots/Shivalik_Bimetal_Controls_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Shivalik Bimetal Controls Ltd)","Company Secretary & Compliance Officer","info@shivalikbimetals.com","General Contact Email (Guessed Pattern)","Managing Director / CEO","info@shivalikbimetals.com"
"563","Unassigned","Gandhi Special Tubes Ltd","https://gandhispecialtubes.com","Yes","Yes","Yes","1 out of 10","20","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Gandhi_Special_Tubes_Ltd/screenshots/Gandhi_Special_Tubes_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Gandhi Special Tubes Ltd)","Company Secretary & Compliance Officer","info@gandhitubes.com","Investor Grievance / Compliance Officer Email","Managing Director / CEO","complianceofficer@gandhitubes.com"
"564","Unassigned","Oricon Enterprises Ltd","https://oricon.co.jp","Yes","Yes","Yes","9.1 out of 10","1","96","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Oricon_Enterprises_Ltd/screenshots/Oricon_Enterprises_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Oricon Enterprises Ltd)","Company Secretary & Compliance Officer","info@oricon.co.jp","General Contact Email (Guessed Pattern)","Managing Director / CEO","info@oricon.co.jp"
"565","Unassigned","Acrow India Ltd","https://acrowdofstocks.com","Yes","Yes","Yes","7.8 out of 10","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Acrow_India_Ltd/screenshots/Acrow_India_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Acrow India Ltd)","Company Secretary & Compliance Officer","info@acrowdofstocks.com","General Contact Email (Guessed Pattern)","Managing Director / CEO","info@acrowdofstocks.com"
"566","Unassigned","Pennar Industries Ltd","https://pennarbed-immobilier.fr","Yes","Yes","Yes","9.1 out of 10","1","96","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Pennar_Industries_Ltd/screenshots/Pennar_Industries_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Pennar Industries Ltd)","Company Secretary & Compliance Officer","info@pennarbed-immobilier.fr","General Contact Email (Guessed Pattern)","Managing Director / CEO","info@pennarbed-immobilier.fr"
"567","Unassigned","Jyoti Structures Ltd","https://jsl.in","Yes","No","No","7 out of 10","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Jyoti_Structures_Ltd/screenshots/Jyoti_Structures_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Jyoti Structures Ltd)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"568","Unassigned","Steel Strips Wheels Ltd","https://sswlindia.com","Yes","Yes","Yes","4.3 out of 10","8","68","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Steel_Strips_Wheels_Ltd/screenshots/Steel_Strips_Wheels_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Steel Strips Wheels Ltd)","Company Secretary & Compliance Officer","info@sswlindia.com","General Contact Email","Managing Director / CEO","info@sswlindia.com"
"569","Unassigned","Man Industries (India) Ltd","https://mangakakalot.com","Yes","Yes","Yes","5.8 out of 10","6","76","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Man_Industries__India__Ltd/screenshots/Man_Industries__India__Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Man Industries (India) Ltd)","Company Secretary & Compliance Officer","info@mangakakalot.com","General Contact Email (Guessed Pattern)","Managing Director / CEO","info@mangakakalot.com"
"570","Unassigned","Imec Services Ltd","https://ime.co.ir","Yes","Yes","Yes","6.3 out of 10","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Imec_Services_Ltd/screenshots/Imec_Services_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Imec Services Ltd)","Company Secretary & Compliance Officer","info@ime.co.ir","General Contact Email (Guessed Pattern)","Managing Director / CEO","info@ime.co.ir"
"571","Unassigned","Modern Steels Ltd","https://modernsteel.net","Yes","Yes","Yes","1 out of 10","20","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Modern_Steels_Ltd/screenshots/Modern_Steels_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Modern Steels Ltd)","Company Secretary & Compliance Officer","mss@modernsteel.net","General Contact Email","Managing Director / CEO","mss@modernsteel.net"
"572","Unassigned","Gujarat Toolroom Ltd","https://gujarattoolroom.com","Yes","Yes","Yes","1 out of 10","14","44","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Gujarat_Toolroom_Ltd/screenshots/Gujarat_Toolroom_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Gujarat Toolroom Ltd)","Company Secretary & Compliance Officer","info@gujarattoolroom.com","General Contact Email (Guessed Pattern)","Managing Director / CEO","info@gujarattoolroom.com"
"573","Unassigned","India Homes Ltd","https://indiahomes.com","Yes","Yes","Yes","7.8 out of 10","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/India_Homes_Ltd/screenshots/India_Homes_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (India Homes Ltd)","Company Secretary & Compliance Officer","info@indiahomes.com","General Contact Email (Guessed Pattern)","Managing Director / CEO","info@indiahomes.com"
"574","Unassigned","MMTC Ltd","https://mmt.com","Yes","Yes","Yes","1 out of 10","13","48","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/MMTC_Ltd/screenshots/MMTC_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (MMTC Ltd)","Company Secretary & Compliance Officer","email@domain.com","General Contact Email","Managing Director / CEO","email@domain.com"
"575","Unassigned","Vallabh Steels Ltd","https://vallabhsteels.com","Yes","Yes","Yes","8.5 out of 10","2","92","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Vallabh_Steels_Ltd/screenshots/Vallabh_Steels_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Vallabh Steels Ltd)","Company Secretary & Compliance Officer","vallabhsteels14@gmail.com","General Contact Email","Managing Director / CEO","vallabhsteels14@gmail.com"
"576","Unassigned","Smiths & Founders (India) Ltd","https://smithsonianmag.com","Yes","No","No","5.8 out of 10","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Smiths___Founders__India__Ltd/screenshots/Smiths___Founders__India__Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Smiths & Founders (India) Ltd)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"577","Unassigned","Bloom Industries Ltd","https://bloomberg.com","Yes","Yes","Yes","7.8 out of 10","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Bloom_Industries_Ltd/screenshots/Bloom_Industries_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Bloom Industries Ltd)","Company Secretary & Compliance Officer","info@bloomberg.com","General Contact Email (Guessed Pattern)","Managing Director / CEO","info@bloomberg.com"
"578","Unassigned","Maitri Enterprises Ltd","https://maitriobgyn.com","Yes","Yes","Yes","8.5 out of 10","2","92","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Maitri_Enterprises_Ltd/screenshots/Maitri_Enterprises_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Maitri Enterprises Ltd)","Company Secretary & Compliance Officer","billingdepartment@maitriobgyn.com","General Contact Email","Managing Director / CEO","billingdepartment@maitriobgyn.com"
"579","Unassigned","Shah Alloys Ltd","https://shahalloys.com","Yes","Yes","Yes","5.8 out of 10","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Shah_Alloys_Ltd/screenshots/Shah_Alloys_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Shah Alloys Ltd)","Company Secretary & Compliance Officer","info@shahalloys.com","General Contact Email (Guessed Pattern)","Managing Director / CEO","info@shahalloys.com"
"580","Unassigned","Elango Industries Ltd","https://elang.or.id","Yes","Yes","Yes","1 out of 10","15","40","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Elango_Industries_Ltd/screenshots/Elango_Industries_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Elango Industries Ltd)","Company Secretary & Compliance Officer","perkumpulan@elang.or.id","General Contact Email","Managing Director / CEO","perkumpulan@elang.or.id"
"581","Unassigned","Simplex Castings Ltd","https://simplexcastings.com","Yes","No","No","7 out of 10","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Simplex_Castings_Ltd/screenshots/Simplex_Castings_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Simplex Castings Ltd)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"582","Unassigned","Gujarat Containers Ltd","https://gujaratcontainers.com","Yes","Yes","Yes","3.6 out of 10","9","64","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Gujarat_Containers_Ltd/screenshots/Gujarat_Containers_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Gujarat Containers Ltd)","Company Secretary & Compliance Officer","support@example.com","Investor Grievance / Compliance Officer Email","Managing Director / CEO","support@example.com"
"583","Unassigned","Kalyani Forge Ltd","https://kalyaniforge.co.in","Yes","Yes","Yes","6.3 out of 10","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Kalyani_Forge_Ltd/screenshots/Kalyani_Forge_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Kalyani Forge Ltd)","Company Secretary & Compliance Officer","info@kalyaniforge.co.in","General Contact Email (Guessed Pattern)","Managing Director / CEO","info@kalyaniforge.co.in"
"584","Unassigned","Panchmahal Steel Ltd","https://panchmahalsteel.co.in","Yes","Yes","Yes","5.8 out of 10","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Panchmahal_Steel_Ltd/screenshots/Panchmahal_Steel_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Panchmahal Steel Ltd)","Company Secretary & Compliance Officer","info@panchmahalsteel.co.in","General Contact Email (Guessed Pattern)","Managing Director / CEO","info@panchmahalsteel.co.in"
"585","Unassigned","Steelcast Ltd","https://steelcasterstore.com","Yes","Yes","Yes","7.8 out of 10","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Steelcast_Ltd/screenshots/Steelcast_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Steelcast Ltd)","Company Secretary & Compliance Officer","sales@steelcasterstore.com","General Contact Email","Managing Director / CEO","sales@steelcasterstore.com"
"586","Unassigned","Pitti Engineering Ltd","https://pitti.in","Yes","Yes","Yes","7.8 out of 10","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Pitti_Engineering_Ltd/screenshots/Pitti_Engineering_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Pitti Engineering Ltd)","Company Secretary & Compliance Officer","info@pitti.in","General Contact Email (Guessed Pattern)","Managing Director / CEO","info@pitti.in"
"587","Unassigned","Glittek Granites Ltd","https://glittek.com","Yes","Yes","Yes","1 out of 10","39","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Glittek_Granites_Ltd/screenshots/Glittek_Granites_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Glittek Granites Ltd)","Company Secretary & Compliance Officer","info@glittek.com","General Contact Email","Managing Director / CEO","info@glittek.com"
"588","Unassigned","Pradeep Metals Ltd","https://pradeepmetals.com","Yes","Yes","Yes","1 out of 10","17","32","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Pradeep_Metals_Ltd/screenshots/Pradeep_Metals_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Pradeep Metals Ltd)","Company Secretary & Compliance Officer","investors@pradeepmetals.com","General Contact Email","Managing Director / CEO","investors@pradeepmetals.com"
"589","Unassigned","Sharda Ispat Ltd","https://shardaispat.com","Yes","Yes","Yes","1 out of 10","20","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Sharda_Ispat_Ltd/screenshots/Sharda_Ispat_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Sharda Ispat Ltd)","Company Secretary & Compliance Officer","shardaispat.ngp@gmail.com","General Contact Email","Managing Director / CEO","shardaispat.ngp@gmail.com"
"590","Unassigned","Foundry Fuel Products Ltd","https://foundryfuel.co.in","Yes","Yes","Yes","5.8 out of 10","6","76","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_bse_master_list_20260811_112506_attempt6_succesful_reviewnotdone_orchavatecore_digital_digital/Foundry_Fuel_Products_Ltd/screenshots/Foundry_Fuel_Products_Ltd_Homepage_WAVE_Overlay.png)","Company Secretary (Foundry Fuel Products Ltd)","Company Secretary & Compliance Officer","info@foundryfuel.co.in","General Contact Email (Guessed Pattern)","Managing Director / CEO","info@foundryfuel.co.in"
