Sr. No.,Assigned To,Company Name,Website,Website Verified,Scan Completed,Screenshot Taken,Wave Score,Axe Score,LH Score,Screenshot link,Contact Person 1,Designation 1,Email ID 1,Contact Person 2,Designation 2,Email ID 2
"844","Unassigned","Hardwyn India Limited","https://hardwyn.com","Yes","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Hardwyn_India_Limited/screenshots/Hardwyn_India_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@hardwyn.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@hardwyn.com"
"845","Unassigned","Hariom Pipe Industries Limited","https://hariompipes.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Hariom_Pipe_Industries_Limited/screenshots/Hariom_Pipe_Industries_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"846","Unassigned","Harrisons  Malayalam Limited","https://harrisonsmalayalam.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Harrisons__Malayalam_Limited/screenshots/Harrisons__Malayalam_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"847","Unassigned","Harsha Engineers International Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Harsha_Engineers_International_Limited/screenshots/Harsha_Engineers_International_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"848","Unassigned","Hathway Cable & Datacom Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Hathway_Cable___Datacom_Limited/screenshots/Hathway_Cable___Datacom_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"849","Unassigned","Hatsun Agro Product Limited","https://hap.in","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Hatsun_Agro_Product_Limited/screenshots/Hatsun_Agro_Product_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"850","Unassigned","Havells India Limited","https://havells.com","Yes","Yes","Yes","44","44","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Havells_India_Limited/screenshots/Havells_India_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","customercare@havells.com","Investor Grievance / Compliance Officer Email","Accessibility & Nodal Officer","grievance.officer@havells.com"
"851","Unassigned","Hawkins Cookers Limited","https://hawkinscookers.com","Yes","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Hawkins_Cookers_Limited/screenshots/Hawkins_Cookers_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@hawkinscookers.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@hawkinscookers.com"
"852","Unassigned","Heads UP Ventures Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Heads_UP_Ventures_Limited/screenshots/Heads_UP_Ventures_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"853","Unassigned","Health X Platform Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Health_X_Platform_Limited/screenshots/Health_X_Platform_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"854","Unassigned","Healthcare Global Enterprises Limited","https://hcgoncology.com","Yes","Yes","Yes","177","177","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Healthcare_Global_Enterprises_Limited/screenshots/Healthcare_Global_Enterprises_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","query@hcgel.com","General Contact Email","Accessibility & Nodal Officer","query@hcgel.com"
"855","Unassigned","HeidelbergCement India Limited","https://mycemco.com","Yes","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/HeidelbergCement_India_Limited/screenshots/HeidelbergCement_India_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@mycemco.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@mycemco.com"
"856","Unassigned","Hemisphere Properties India Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Hemisphere_Properties_India_Limited/screenshots/Hemisphere_Properties_India_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"857","Unassigned","Heranba Industries Limited","https://heranba.co.in","Yes","Yes","Yes","14","14","44","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Heranba_Industries_Limited/screenshots/Heranba_Industries_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","compliance@heranba.com","Investor Grievance / Compliance Officer Email","Accessibility & Nodal Officer","compliance@heranba.com"
"858","Unassigned","Heritage Foods Limited","https://heritagefresh.in","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Heritage_Foods_Limited/screenshots/Heritage_Foods_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"859","Unassigned","Hero MotoCorp Limited","https://heromotocorp.com","Yes","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Hero_MotoCorp_Limited/screenshots/Hero_MotoCorp_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","xxx@yourdomain.com","General Contact Email","Accessibility & Nodal Officer","xxx@yourdomain.com"
"860","Unassigned","Hester Biosciences Limited","https://hester.in","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Hester_Biosciences_Limited/screenshots/Hester_Biosciences_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"861","Unassigned","Hexa Tradex Limited","https://hexatradex.com","Yes","Yes","Yes","4","4","84","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Hexa_Tradex_Limited/screenshots/Hexa_Tradex_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","%20contactus@hexatradex.com","General Contact Email","Accessibility & Nodal Officer","%20contactus@hexatradex.com"
"862","Unassigned","Hexagon Nutrition Limited","https://hexagonnutrition.com","Yes","Yes","Yes","19","19","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Hexagon_Nutrition_Limited/screenshots/Hexagon_Nutrition_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","cs.hnpl@hexagonnutrition.com","Investor Grievance / Compliance Officer Email","Accessibility & Nodal Officer","cs.hnpl@hexagonnutrition.com"
"863","Unassigned","Hexaware Technologies Limited","https://hexaware.com","Yes","Yes","Yes","1","1","96","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Hexaware_Technologies_Limited/screenshots/Hexaware_Technologies_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@hexaware.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@hexaware.com"
"864","Unassigned","Hi-Tech Pipes Limited","https://hitechpipes.in","Yes","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Hi_Tech_Pipes_Limited/screenshots/Hi_Tech_Pipes_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@hitechpipes.in","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@hitechpipes.in"
"865","Unassigned","Highway Infrastructure Limited","https://highwayinfrastructure.in","Yes","Yes","Yes","11","11","56","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Highway_Infrastructure_Limited/screenshots/Highway_Infrastructure_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@highwayinfrastructure.in","Investor Grievance / Compliance Officer Email","Accessibility & Nodal Officer","info@highwayinfrastructure.in"
"866","Unassigned","Hikal Limited","https://hikal.com","Yes","Yes","Yes","37","37","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Hikal_Limited/screenshots/Hikal_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@hikal.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@hikal.com"
"867","Unassigned","Hilton Metal Forging Limited","https://hiltonmetal.com","Yes","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Hilton_Metal_Forging_Limited/screenshots/Hilton_Metal_Forging_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@hiltonmetal.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@hiltonmetal.com"
"868","Unassigned","Himadri Speciality Chemical Limited","https://himadri.com","Yes","Yes","Yes","19","19","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Himadri_Speciality_Chemical_Limited/screenshots/Himadri_Speciality_Chemical_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@himadri.com","Investor Grievance / Compliance Officer Email","Accessibility & Nodal Officer","investors@himadri.com"
"869","Unassigned","Himatsingka Seide Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Himatsingka_Seide_Limited/screenshots/Himatsingka_Seide_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"870","Unassigned","Hind Rectifiers Limited","https://hirect.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Hind_Rectifiers_Limited/screenshots/Hind_Rectifiers_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"871","Unassigned","Hindalco Industries Limited","https://hindalco.com","Yes","Yes","Yes","63","63","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Hindalco_Industries_Limited/screenshots/Hindalco_Industries_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","hilinvestors@adityabirla.com","Investor Grievance / Compliance Officer Email","Accessibility & Nodal Officer","hilinvestors@adityabirla.com"
"872","Unassigned","Hindcon Chemicals Limited","https://hindcon.com","Yes","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Hindcon_Chemicals_Limited/screenshots/Hindcon_Chemicals_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@hindcon.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@hindcon.com"
"873","Unassigned","Hindprakash Industries Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Hindprakash_Industries_Limited/screenshots/Hindprakash_Industries_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"874","Unassigned","Hinduja Global Solutions Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Hinduja_Global_Solutions_Limited/screenshots/Hinduja_Global_Solutions_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"875","Unassigned","Hindustan Aeronautics Limited","https://hal-india.co.in","Yes","Yes","Yes","1","1","96","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Hindustan_Aeronautics_Limited/screenshots/Hindustan_Aeronautics_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","itadmin@YourDomain.com","General Contact Email","Accessibility & Nodal Officer","itadmin@YourDomain.com"
