[2026-08-06T19:36:05.244Z] COMPANY: "20 Microns Limited" | QUERIES: ["20 Microns Limited" official website] | CANDIDATES: [https://20microns.com] | SELECTED: "https://20microns.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:50:55.749Z] COMPANY: "Gyftr Limited" | QUERIES: ["Gyftr Limited" official website] | CANDIDATES: [https://gyftr.com] | SELECTED: "https://gyftr.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:50:56.654Z] COMPANY: "Hindustan Aeronautics Limited" | QUERIES: ["Hindustan Aeronautics Limited" official website] | CANDIDATES: [https://hal-india.co.in] | SELECTED: "https://hal-india.co.in" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:51:05.397Z] COMPANY: "Halder Venture Limited" | QUERIES: ["Halder Venture Limited" official website] | CANDIDATES: [https://halderventure.in] | SELECTED: "https://halderventure.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:51:09.103Z] COMPANY: "Haldyn Glass Limited" | QUERIES: ["Haldyn Glass Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:51:16.967Z] COMPANY: "HALEOS LABS LIMITED" | QUERIES: ["HALEOS LABS LIMITED" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:51:22.832Z] COMPANY: "Happiest Minds Technologies Limited" | QUERIES: ["Happiest Minds Technologies Limited" official website] | CANDIDATES: [https://happiestminds.com] | SELECTED: "https://happiestminds.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:51:24.170Z] COMPANY: "Happy Forgings Limited" | QUERIES: ["Happy Forgings Limited" official website] | CANDIDATES: [https://happyforgingsltd.com] | SELECTED: "https://happyforgingsltd.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:51:35.107Z] COMPANY: "Hardwyn India Limited" | QUERIES: ["Hardwyn India Limited" official website] | CANDIDATES: [https://hardwyn.com] | SELECTED: "https://hardwyn.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:53:57.516Z] COMPANY: "Hariom Pipe Industries Limited" | QUERIES: ["Hariom Pipe Industries Limited" official website] | CANDIDATES: [https://hariompipes.com] | SELECTED: "https://hariompipes.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:54:02.682Z] COMPANY: "Harrisons  Malayalam Limited" | QUERIES: ["Harrisons  Malayalam Limited" official website] | CANDIDATES: [https://harrisonsmalayalam.com] | SELECTED: "https://harrisonsmalayalam.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:54:05.286Z] COMPANY: "Harsha Engineers International Limited" | QUERIES: ["Harsha Engineers International Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:54:11.836Z] COMPANY: "Hathway Cable & Datacom Limited" | QUERIES: ["Hathway Cable & Datacom Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:54:19.085Z] COMPANY: "Hatsun Agro Product Limited" | QUERIES: ["Hatsun Agro Product Limited" official website] | CANDIDATES: [https://hap.in] | SELECTED: "https://hap.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:54:22.053Z] COMPANY: "Havells India Limited" | QUERIES: ["Havells India Limited" official website] | CANDIDATES: [https://havells.com] | SELECTED: "https://havells.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:54:35.965Z] COMPANY: "Sri Havisha Hospitality and Infrastructure Limited" | QUERIES: ["Sri Havisha Hospitality and Infrastructure Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:54:42.943Z] COMPANY: "Hawkins Cookers Limited" | QUERIES: ["Hawkins Cookers Limited" official website] | CANDIDATES: [https://hawkinscookers.com] | SELECTED: "https://hawkinscookers.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:54:51.532Z] COMPANY: "HB Estate Developers Limited" | QUERIES: ["HB Estate Developers Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:54:58.143Z] COMPANY: "HBL Engineering Limited" | QUERIES: ["HBL Engineering Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:55:03.690Z] COMPANY: "HB Stockholdings Limited" | QUERIES: ["HB Stockholdings Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:55:10.988Z] COMPANY: "Hindustan Construction Company Limited" | QUERIES: ["Hindustan Construction Company Limited" official website] | CANDIDATES: [https://hcpl.in] | SELECTED: "https://hcpl.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:55:21.938Z] COMPANY: "Healthcare Global Enterprises Limited" | QUERIES: ["Healthcare Global Enterprises Limited" official website] | CANDIDATES: [https://hcgoncology.com] | SELECTED: "https://hcgoncology.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:55:35.919Z] COMPANY: "HCL Infosystems Limited" | QUERIES: ["HCL Infosystems Limited" official website] | CANDIDATES: [https://hclinfosystems.in] | SELECTED: "https://hclinfosystems.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:55:58.720Z] COMPANY: "HCL Technologies Limited" | QUERIES: ["HCL Technologies Limited" official website] | CANDIDATES: [https://hclib.org] | SELECTED: "https://hclib.org" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:56:02.135Z] COMPANY: "HDB Financial Services Limited" | QUERIES: ["HDB Financial Services Limited" official website] | CANDIDATES: [https://hdbfs.com] | SELECTED: "https://hdbfs.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:56:04.345Z] COMPANY: "HDFC Asset Management Company Limited" | QUERIES: ["HDFC Asset Management Company Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:56:09.993Z] COMPANY: "HDFC Bank Limited" | QUERIES: ["HDFC Bank Limited" official website] | CANDIDATES: [https://hdfcbank.com] | SELECTED: "https://hdfcbank.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:56:24.020Z] COMPANY: "HDFC Life Insurance Company Limited" | QUERIES: ["HDFC Life Insurance Company Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:56:29.156Z] COMPANY: "Housing Development and Infrastructure Limited" | QUERIES: ["Housing Development and Infrastructure Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:56:35.854Z] COMPANY: "Heads UP Ventures Limited" | QUERIES: ["Heads UP Ventures Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:56:40.596Z] COMPANY: "Health X Platform Limited" | QUERIES: ["Health X Platform Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:56:47.399Z] COMPANY: "HEC Infra Projects Limited" | QUERIES: ["HEC Infra Projects Limited" official website] | CANDIDATES: [https://hecprojects.in] | SELECTED: "https://hecprojects.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:59:06.783Z] COMPANY: "HEG Limited" | QUERIES: ["HEG Limited" official website] | CANDIDATES: [https://hegltd.com] | SELECTED: "https://hegltd.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:59:07.071Z] COMPANY: "HeidelbergCement India Limited" | QUERIES: ["HeidelbergCement India Limited" official website] | CANDIDATES: [https://mycemco.com] | SELECTED: "https://mycemco.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:59:14.870Z] COMPANY: "Hemisphere Properties India Limited" | QUERIES: ["Hemisphere Properties India Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:59:20.518Z] COMPANY: "Heranba Industries Limited" | QUERIES: ["Heranba Industries Limited" official website] | CANDIDATES: [https://heranba.co.in] | SELECTED: "https://heranba.co.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:59:35.140Z] COMPANY: "Heritage Foods Limited" | QUERIES: ["Heritage Foods Limited" official website] | CANDIDATES: [https://heritagefresh.in] | SELECTED: "https://heritagefresh.in" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:59:36.129Z] COMPANY: "Hero MotoCorp Limited" | QUERIES: ["Hero MotoCorp Limited" official website] | CANDIDATES: [https://heromotocorp.com] | SELECTED: "https://heromotocorp.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:59:46.911Z] COMPANY: "Hester Biosciences Limited" | QUERIES: ["Hester Biosciences Limited" official website] | CANDIDATES: [https://hester.in] | SELECTED: "https://hester.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:59:49.528Z] COMPANY: "Hexagon Nutrition Limited" | QUERIES: ["Hexagon Nutrition Limited" official website] | CANDIDATES: [https://hexagonnutrition.com] | SELECTED: "https://hexagonnutrition.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:00:07.327Z] COMPANY: "Hexa Tradex Limited" | QUERIES: ["Hexa Tradex Limited" official website] | CANDIDATES: [https://hexatradex.com] | SELECTED: "https://hexatradex.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:00:16.819Z] COMPANY: "Hexaware Technologies Limited" | QUERIES: ["Hexaware Technologies Limited" official website] | CANDIDATES: [https://hexaware.com] | SELECTED: "https://hexaware.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:00:25.412Z] COMPANY: "HFCL Limited" | QUERIES: ["HFCL Limited" official website] | CANDIDATES: [https://hfcl.com] | SELECTED: "https://hfcl.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:00:38.118Z] COMPANY: "H.G. Infra Engineering Limited" | QUERIES: ["H.G. Infra Engineering Limited" official website] | CANDIDATES: [https://hginfra.com] | SELECTED: "https://hginfra.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:00:50.467Z] COMPANY: "HandsOn Global Management (HGM) Limited" | QUERIES: ["HandsOn Global Management (HGM) Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:00:56.540Z] COMPANY: "Hinduja Global Solutions Limited" | QUERIES: ["Hinduja Global Solutions Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:01:02.925Z] COMPANY: "Hikal Limited" | QUERIES: ["Hikal Limited" official website] | CANDIDATES: [https://hikal.com] | SELECTED: "https://hikal.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:01:13.924Z] COMPANY: "Highway Infrastructure Limited" | QUERIES: ["Highway Infrastructure Limited" official website] | CANDIDATES: [https://highwayinfrastructure.in] | SELECTED: "https://highwayinfrastructure.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:01:28.169Z] COMPANY: "Hilton Metal Forging Limited" | QUERIES: ["Hilton Metal Forging Limited" official website] | CANDIDATES: [https://hiltonmetal.com] | SELECTED: "https://hiltonmetal.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:05:33.280Z] COMPANY: "Himatsingka Seide Limited" | QUERIES: ["Himatsingka Seide Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:05:39.063Z] COMPANY: "Hindalco Industries Limited" | QUERIES: ["Hindalco Industries Limited" official website] | CANDIDATES: [https://hindalco.com] | SELECTED: "https://hindalco.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:05:51.815Z] COMPANY: "Hindustan Composites Limited" | QUERIES: ["Hindustan Composites Limited" official website] | CANDIDATES: [https://hindcompo.com] | SELECTED: "https://hindcompo.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:06:01.898Z] COMPANY: "Hindcon Chemicals Limited" | QUERIES: ["Hindcon Chemicals Limited" official website] | CANDIDATES: [https://hindcon.com] | SELECTED: "https://hindcon.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:08:20.570Z] COMPANY: "Hindustan Copper Limited" | QUERIES: ["Hindustan Copper Limited" official website] | CANDIDATES: [https://hindustancopper.com] | SELECTED: "https://hindustancopper.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:08:21.654Z] COMPANY: "Hindustan Oil Exploration Company Limited" | QUERIES: ["Hindustan Oil Exploration Company Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:08:28.642Z] COMPANY: "Hindustan Petroleum Corporation Limited" | QUERIES: ["Hindustan Petroleum Corporation Limited" official website] | CANDIDATES: [https://hindustanpetroleum.com] | SELECTED: "https://hindustanpetroleum.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:08:29.151Z] COMPANY: "Hindustan Unilever Limited" | QUERIES: ["Hindustan Unilever Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:08:34.890Z] COMPANY: "Hindware Home Innovation Limited" | QUERIES: ["Hindware Home Innovation Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:08:40.199Z] COMPANY: "Hindustan Zinc Limited" | QUERIES: ["Hindustan Zinc Limited" official website] | CANDIDATES: [https://hzlindia.com] | SELECTED: "https://hzlindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:08:51.982Z] COMPANY: "Hind Rectifiers Limited" | QUERIES: ["Hind Rectifiers Limited" official website] | CANDIDATES: [https://hirect.com] | SELECTED: "https://hirect.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:08:55.323Z] COMPANY: "Hisar Metal Industries Limited" | QUERIES: ["Hisar Metal Industries Limited" official website] | CANDIDATES: [https://hisarmetal.com] | SELECTED: "https://hisarmetal.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:09:07.271Z] COMPANY: "Hi-Tech Pipes Limited" | QUERIES: ["Hi-Tech Pipes Limited" official website] | CANDIDATES: [https://hitechpipes.in] | SELECTED: "https://hitechpipes.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:11:29.975Z] COMPANY: "Hitech Corporation Limited" | QUERIES: ["Hitech Corporation Limited" official website] | CANDIDATES: [https://htzone.co.il] | SELECTED: "https://htzone.co.il" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:11:35.180Z] COMPANY: "The Hi-Tech Gears Limited" | QUERIES: ["The Hi-Tech Gears Limited" official website] | CANDIDATES: [https://thehitechgears.com] | SELECTED: "https://thehitechgears.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:11:36.205Z] COMPANY: "HLE Glascoat Limited" | QUERIES: ["HLE Glascoat Limited" official website] | CANDIDATES: [https://hleglascoat.com] | SELECTED: "https://hleglascoat.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:11:43.374Z] COMPANY: "HLV LIMITED" | QUERIES: ["HLV LIMITED" official website] | CANDIDATES: [https://hlv.de] | SELECTED: "https://hlv.de" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:11:57.240Z] COMPANY: "HMA Agro Industries Limited" | QUERIES: ["HMA Agro Industries Limited" official website] | CANDIDATES: [https://hmagroup.co] | SELECTED: "https://hmagroup.co" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:11:59.247Z] COMPANY: "HMT Limited" | QUERIES: ["HMT Limited" official website] | CANDIDATES: [https://hmtvlive.com] | SELECTED: "https://hmtvlive.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:12:00.592Z] COMPANY: "Hindustan Media Ventures Limited" | QUERIES: ["Hindustan Media Ventures Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-07T00:12:06.728Z] COMPANY: "Hindustan Foods Limited" | QUERIES: ["Hindustan Foods Limited" official website] | CANDIDATES: [https://hindustanfoodslimited.com] | SELECTED: "https://hindustanfoodslimited.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
